ID,IMAGE_URL,NAME,SKU,CATEGORY,COLOR,SIZE,WEIGHT,DESCRIPTION,PRICE,BRAND
P_43508693,"https://assets.kmart.com.au/transform/68677371-59ed-490d-8689-6f0fc45f1365/43508693-1?io=transform:extend,width:580,height:725",Custom Storage Set of 2 Wire Shelves,43508693,Wall & Floating Shelves,White,One Size,2.065,"The Custom Storage Shelves Set includes two wire shelves, perfect for maximising storage in any space. These shelves provide versatile organisation for bedrooms, living rooms, or work areas.Product DetailsAccessories not includedIncludes 2 x shelvesDimensions/Size:Product dimensions: 6cm (H) x 60.5cm (W) x 33.5cm (D)Box dimensions: 4.5cm (L) x 58.5cm (H) x 35cm (W)Material: Steel, coating and stainless steelMaximum weight capacity: 20kg (per shelf)Assembly: Some assembly requiredProduct weight: 2.3kgColour: WhiteFeaturesEasy to click into or remove from single or double system to customise your storage solutionIdeal for adding additional storage shelving to your existing custom storage systemAdditional InformationSuitable for indoor and domestic use onlyInstruction ManualInstructional VideoCare instructions: Clean according to given instructionsWarning: If unsure please seek professional assistance in installing this product. Follow usage instructions carefully.",29,
P_43431656,"https://assets.kmart.com.au/transform/ac270a99-52d5-4fe8-b6ae-f3cb376ffb4b/43431656-1?io=transform:extend,width:580,height:725",16 Pack Strepsils Sore Throat Relief Honey & Lemon Lozenges,43431656,Medicine,White,One Size,0.024,"Strepsils Sore Throat Relief Honey &amp; Lemon soothes throat discomfort and provides double antibacterial action.Product DetailsIncludes 16 x Strepsils Sore Throat Relief Honey &amp; Lemon LozengesIngredients: Honey, Lemon Oil Terpeneless, Liquid Glucose, Peppermint Oil, Purified Water, Quinoline Yellow, Sucrose, Tartaric AcidActive Ingredients: Dichlorobenzyl Alcohol 1.2mg and Amylmetacresol 600µgFeaturesFor fast, soothing and effective relief from the discomfort of sore throats and minor mouth infectionsContains double antibacterial agents to help kill bacteria that can cause sore throats and mouth infectionsEach lozenge contains sugar (sucrose &amp; glucose)Additional InformationNote:&nbsp;Store below 25 deg. C.Directions for use: Dissolve 1 lozenge slowly in the mouth every 2 to 3 hours as requiredWarning: ALWAYS READ THE LABEL AND FOLLOW THE DIRECTIONS FOR USE.Not suitable for children 6 years and under.If symptoms persist consult your doctor.Keep all medicines out of reach of ch",7,
P_43456307,"https://assets.kmart.com.au/transform/3b82e0e6-1647-4bf3-b693-7417de357e6c/43456307-1?io=transform:extend,width:580,height:725","Air Mattress with Built-in Foot Pump - Single Bed, Grey",43456307,Air Mattresses,Grey,Miscellaneous,2.31,"Rest well on this Air Mattress that features a flocked sleeping surface for extra comfort. Inflate or deflate it easily with its built-in foot and pillow pump.Product DetailsIncludes 1 x air mattress and 1 x repair patchDimensions/Size:Pack size: 35cm (H) x 33cm (W) x 8cm (D)Product&nbsp;dimensions:&nbsp;185cm (H) x 76cm (W) x 28cm (D) (Approx. inflated)Maximum weight capacity:&nbsp;150kg /&nbsp;330lbMaterial:&nbsp;Polyvinyl chloride (PVC)Product weight:&nbsp;2.31kgColour:&nbsp;GreyFeaturesSingle air mattress - fits 1 adultBuilt-in foot pump inflates the bedBuilt-in pillow for ultimate comfort2-way interlocking quick-release valve for fast, easy inflation&nbsp;and deflationQuiet and comfortable flocked sleeping surfaceNatural stretch: Reinflate to ensure firmnessCoil beam construction for stability and comfortAdditional InformationSuitable for indoor or outdoor use",27,
P_43422975,"https://assets.kmart.com.au/transform/07d2b574-0265-4caa-9307-d04e13a48302/43422975-1?io=transform:extend,width:580,height:725",Rubble & Crew Bark Yard Crane Tower Playset,43422975,Roleplay,Multi,One Size,7.581,"Get ready to ‘Bow-Wow Build' with your favourite PAW Patrol pup, Rubble &amp; a toy bulldozer with working construction tools, in the Rubble &amp; Crew, Crane Tower Playset! The Crane Tower looks just like it does in the show and features exciting kids construction toys like a rotatable crane toy, with an additional claw attachment, that kids can use to hoist things up and down! The tower also includes a Kinetic Build-It compound moulding system that lets you load two of the double-sided moulds, with either a red or brown kinetic sand compound, and then pull down on the giant red lever to lower the impactor and form your own building blocks and place them on the base platform! Once your blocks are ready, place Rubble in the elevator and raise him to the top of the tower, and into the crane control pod, then use the crane to lift the blocks and move them where you want them! Then, for one last surprise, push the giant red button at the front of the tower to activate the lights and hear ",89,
P_43190805,"https://assets.kmart.com.au/transform/72f988ab-ad97-4e34-9ffd-783cc0199836/43190805-1?io=transform:extend,width:580,height:725",Hallmark Father's Day Card - Fun Activity Card,43190805,Occasion Cards,Multi,One Size,0.0735,"Celebrate Father's Day with this card and keepsake in one from Hallmark that Dad is sure to treasure for a lifetime.Product DetailsIncludes a coordinating yellow Hallmark branded envelopeDimensions/Size: 20.7cm (L) x 14.3cm (W)Material: PaperFeaturesThe front of the card features the message 'HAPPY FATHER’S DAY BEST DAD EVER'The inside of the card features a lovely activity keepsake booklet that lets you list all the amazing things about your Dad alongside the message 'HOPE THIS LITTLE KEEPSAKE MAKES YOUR DAD AS HAPPY AS YOU MAKE ME! HAPPY FATHER’S DAY, DAD'",8,Hallmark
P_S165291,"https://assets.kmart.com.au/transform/ed35eb8d-7b1e-4d28-a854-ea3c353f4aca/72709733-1?io=transform:fill,width:580,height:725",3 Pack Pointelle Boyleg Briefs,72709658,Womens Boyleg Underwear,MULTI,8,0.375,"Product Details3 packMaterialCotton and elastaneKnit, pointelle fabricFeaturesProvides added stretchAll over print and plainLace trim and bow detailBoyleg shapeElastic waistbandFit and Model SizeFittedThe model featured is wearing a Size 12Care InstructionsWash before wearWarm machine wash with similar coloursDo not bleachDo not tumble dryWarm iron on reverse side if requiredDo not dry-clean",8,
P_43512034,"https://assets.kmart.com.au/transform/7d603ac8-8b57-430d-a5c2-22b36e65ccd5/43512034-1?io=transform:extend,width:580,height:725",Pet Blanket Sherpa - Assorted,43512034,Pet Blankets,Multi,One Size,1.666,*Each sold separatelyThis&nbsp;Pet Blanket Sherpa provides a cosy layer for pets - ideal for naps or extra warmth on chilly days.&nbsp;Product DetailsIncludes only 1 Pet Blanket SherpaDimensions/Size:&nbsp;100cm (L) x 72cm (W)Material:&nbsp;Top and side: Polyester (Teddy plush)Bottom: Polyester (Pile plush)FeaturesKeeps your furry friend nice and warmMachine washableReversible designSherpa fabricAdditional InformationCare instructions:&nbsp;Machine wash according to instructions on the care labelDisclaimer:&nbsp;Products are sold separately and come in various designs. We cannot guarantee which design you will receive as products are selected at random for online orders.,10,
P_S169101,"https://assets.kmart.com.au/transform/1d4ac52e-2114-402d-aad9-72532ed5c546/73230328-1?io=transform:fill,width:580,height:725",Textured Upper Sneakers,73230250,Mens Sneakers,Black,7,0.375,Product DetailsSuitable for:&nbsp;MenMaterial:Upper:&nbsp;FlyknitOutsole: PhylonFeaturesLace-up designTextured upperFront and back pull tabsRound toe,25,
P_43455218,"https://assets.kmart.com.au/transform/b7fc593d-5630-46f7-b1bb-0f03482d3ebc/43455218-1?io=transform:extend,width:580,height:725",Scallop Edge Blanket - Pink,43455218,Baby Blankets,Pink,One Size,1.05,Let your little munchkin feel cosy and warm tucked under this Scallop Edge Blanket that provides the perfect warmth during chilly nights.Product DetailsMaterial:&nbsp;Front: CottonBack: PolyesterDimensions/Size:&nbsp;100cm (L) x 75cm (W)Made in IndiaColour:&nbsp;PinkFeaturesScallop edge and embroidery detailAdditional InformationCare instructions:&nbsp;Machine wash according to instructions on the care label,17,
P_43480074,"https://assets.kmart.com.au/transform/9b7b3086-57ab-459b-8141-f196ed6c7c3f/43480074-1?io=transform:extend,width:580,height:725",Stone Dry Drying Mat,43480074,Dish Racks,White,One Size,0.6355,"This Stone Dry Drying Mat helps absorb moisture from freshly washed dishes and utensils, offering a convenient spot for drying and organising on the countertop.Product DetailsAccessories not includedIncludes 1 x stone dry drying mat, 1 x non-slip mat and sandpaperDimensions/Size: Stone dry drying mat: 40cm (L) x 30cm (W)Non-slip mat: 38cm (L) x 28cm (W)Material:&nbsp;Stone dry drying mat: Cellulose and pigments, silicateNon-slip mat: Polyvinyl chloride (PVC)Product weight: 1.18kgColour:&nbsp;GreyFeaturesSuper absorbent, fast-drying, mineral-based material that accelerates the evaporation of moistureNon-slip underlay provided and sandpaper included for easy cleaningRectangular shaped",10,
P_43415236,"https://assets.kmart.com.au/transform/d51b9800-96ba-4afa-834d-8583db0e7c25/43415236-1?io=transform:extend,width:580,height:725",5 Pack Polymer Clay - Pastel,43415236,Craft Supplies,Miscellaneous,One Size,0.08,"Pair this polymer clay with our clay cutters to create beautiful pieces of jewellery with these on-trend pastel tones.Product Details5 packNet weight: 28g (each)Dimensions/Size: 20cm (H) x 8cm (W) x 1.5cm (D)Material: Polymer clayColour:&nbsp;White, peach, pink, purple and aquaFeaturesOven-bake onlyPastel tonesAdditional InformationUsage instructions given on packaging. Please follow instructions carefully.Warning: Choking hazard. Small parts. Follow usage instructions carefully.",4,
P_43503070,"https://assets.kmart.com.au/transform/3af08776-f8cd-4b80-bf91-ba341adeace8/43503070-1?io=transform:extend,width:580,height:725",Original Squishmallows Ordo Sonic Kids Battery Toothbrush - Wanda,43503070,Dental & Oral Care,MULTI,One Size,0.14,"Join the Squish squad with the Ordo Sonic Kids Battery Toothbrush! Designed to make great brushing fun, effective and accessible. Perfect for kids new to an electric toothbrush, our battery brush uses the same sonic technology as our rechargeable brushes, but in a more compact form.Squishmallows love adventure, and now your brushing routine can be one too! Get strong teeth and healthy gums, enjoy the super cute design and join the thousands who trust Ordo for their oral care.Product DetailsSuitable for ages: 4+ yearsIncludes ordo Sonic Kids battery toothbrush, 2 x ordo brush heads, 1 x AA batteryDirections for use:&nbsp;Wet the bristles and apply a pea-sized amount of fluoride toothpaste. Place the brush head in your mouth before powering on the toothbrush (saves you getting toothpaste everywhere)Gently glide the brush along your teeth and gumline, ensuring you clean all surfaces of your teeth. No need to press too firmly, the sonic pulses do the hard work of sweeping plaque away, help",25,Sonic
P_43489244,"https://assets.kmart.com.au/transform/e0922bf4-9179-4638-9bb6-64eac76a4e17/43489244-1?io=transform:extend,width:580,height:725",2 Pack Blitzfire Blasters,43489244,Action Toys and Blasters,Multi,One Size,2.107,"This 2 Pack Blitzfire Blasters deliver high-speed action and intense fun! Perfect for fast-paced battles, they're designed for quick reloading and easy handling, making them a must-have for any competitive blaster enthusiast.Product DetailsSuitable for ages:&nbsp;8+ years2 packDimensions/Size:&nbsp;26.67cm (H) x 43.18cm (W) x 6.99cm (D)Features6-round cylinderPull back to loadQuick load slotAdditional InformationAdult supervision is requiredUsage instructions given on packaging. Please follow instructions carefully.Note:&nbsp;Do not aim at eyes or face. Do not use projectiles other than those supplied with this product.&nbsp;Warning:&nbsp;Choking hazard. Small parts. Follow usage instructions carefully.",15,
P_43485802,"https://assets.kmart.com.au/transform/c4af4c5a-add1-42f9-9acf-f81278ac050c/43485802-1?io=transform:extend,width:580,height:725",2 Tier Lilac Jewellery Box,43485802,Jewellery Storage,Multi,One Size,1.404,"This&nbsp;2 Tier Lilac Jewellery Box offers a stylish and organised way to store your jewellery, with multiple compartments for easy access.Product DetailsAccessories not includedDimensions/Size:&nbsp;10cm (H) x 24cm (W) x 16.8cm (D)Material: Medium-density fibreboard (MDF), non-woven fabric, glass, iron, expanded polyethylene (EPE), aluminium and polyesterProduct weight:&nbsp;1.2kgColour: LilacFeatures2-tier storage solutionSoft touch liningMirror attachedMultiple compartmentsAdditional InformationSuitable for indoor use onlyWarning:&nbsp;Fragile, handle with care.",7,
P_43471270,"https://assets.kmart.com.au/transform/bb34a2b4-8d90-4b73-a324-74e5428bea75/43471270-1?io=transform:extend,width:580,height:725",AFL St Kilda Saints Plush Rascal Mascot,43471270,Football,Multi,One Size,0.5,"Comically cheeky and with plenty of character, Rascals are the perfect companion to cheer on your team to AFL Premiership Glory.Product DetailsSuitable for ages: 3+ yearsDimensions/Size: 20cm (H)FeaturesAFL St Kilda Saints plush rascal mascotAdditional InformationNote: Supervision of children under 36 months recommended.Care instructions: Clean according to given instructionsWarning: Keep this soft toy out of the sleeping environment for babies under seven months to avoid suffocation risk.Please visit here for further details.",12,
P_40407609,"https://assets.kmart.com.au/transform/5c87b397-43df-416b-82d7-6254d13e5e85/40407609-1?io=transform:extend,width:580,height:725",Texture Grid Mat,40407609,Door Mats,Black,Miscellaneous,0.73125,This stylish textured grid&nbsp;mat will help update your floors and give them a brand new look!Product DetailsDimensions/Size: 75cm (L) x 45cm (W)Material: Polypropylene yarn rubberAdditional InformationFor domestic use onlyCare instructions: Clean according to given instructions,12,
P_43363421,"https://assets.kmart.com.au/transform/6726560a-0b10-424f-b824-edc6b2b64737/43363421-1?io=transform:extend,width:580,height:725",MGA's Miniverse Make It Mini Lifestyle Series 2 - Assorted,43363421,Dolls Clothes & Accessories,Multi,One Size,0.25,"*Each sold separatelyMGA's Miniverse? is THE Lifestyle! Get ready for all-new DIY Make It Mini Lifestyle? Series 2 items to mould, set, display, and collect!Each ball comes with realistic mini items to mould your own mini replicas of your favourite lifestyle and home decor pieces! From candles to teacups, to teapots, each package is a surprise so you won't know which mini you have until you unbox it! Compare the contents of your package with the included collector's guide to see which mini you have. Use the provided items and moulds and follow the instructions on the back to make your mini. Once you've finished moulding your mini, set your replica under the sun or a 365nm UV Light until the resin has hardened. Once it's set, you've got a collectible ready for display!Display it! Our MGA's Miniverse? Lifestyle Capsules double as display cases for your minis. Simply place your mini on the capsule's shelf and admire your collection!Collect all the Make It Mini Lifestyle? Series 2 minis! V",9,
P_43578290,"https://assets.kmart.com.au/transform/8276b2fc-a0e6-4455-bd67-d73679673d0d/43578290-1?io=transform:extend,width:580,height:725",LEGO City Custom Police Car Garage 60457,43578290,LEGO City,Multi,One Size,1.729,"Heroic all-terrain police action awaits with the LEGO City Custom Police Car Garage for real-life heroes. This feature-packed toy car playset includes a cool police squad car and a fully equipped workshop, where kids can customise the vehicle for road, off-road, snow and airborne operations. The garage is equipped with a vehicle turntable, mission screens, a tool trolley and a range of custom attachments. Kids can move the modular wall sections around to create their own workshop design and the set comes with police chief, driver and two mechanic minifigures for action-packed play.This police toy construction set includes digital instructions in the LEGO Builder app. Here, kids can zoom in and rotate models in 3D and track their progress as they build.LEGO City sets offer action-packed build-and-play adventures for limitless creative fun. Add this police toy playset to others (sold separately) from the LEGO City range for even bigger adventures! Set contains 489 pieces.Suitable for age",65,LEGO
P_43420094,"https://assets.kmart.com.au/transform/95ff8937-cdb8-494a-baa1-93fe9376ce10/43420094-1?io=transform:extend,width:580,height:725",Shred Pro Scooter,43420094,Scooters,Green,Miscellaneous,6.732,The Shred Pro features lightweight parts and eye-catching colour finishes. This stunt scooter is ideal for riders aged 6 years and above and will no doubt aid in progressing tricks at the skatepark.Product DetailsSuitable for ages:&nbsp;6+ yearsDimensions/Size:&nbsp;68.5cm&nbsp;(L) x 82cm (H) x 52cm (W)Material:&nbsp;Steel and aluminiumMaximum weight capacity:&nbsp;80kgWheel size:&nbsp;11cm (4.33-inch)FeaturesPrintedABEC-7 high-quality bearingsNylon-pressed brakeLightweight alloy deck&nbsp;with headtube cut-out and two-tone paint finish2-bolt aluminium clampHi-ten steel 2 barsPolyurethane (PU) wheels,79,
P_43530205,"https://assets.kmart.com.au/transform/bdcda72d-86f3-4326-864a-8d444fa6e3fa/43530205-1?io=transform:extend,width:580,height:725",Book Lover's Journal - Book,43530205,Health & Wellness Books,Miscellaneous,Miscellaneous,0.1575,"Create lasting bookish memories with this beautiful book lover’s journal. Record and rate books you have read aided by useful reading prompts. Be inspired by bookish quotes and create your very own to-be-read lists to continue your book-lover journey.Suitable for ages:&nbsp;14+ yearsNumber of pages:&nbsp;192 pagesBook cover:&nbsp;PaperbackBeautiful keepsake to record books read, favourite quotes, books to be read and much moreFeature spreads on how to host a book club, book-inspired travel destinations and inspirational bookish quotesIncludes list of 50 must-read classics and modern classics",10,
P_43503094,"https://assets.kmart.com.au/transform/a95d29e1-5c8e-469d-a662-520b6c882bc1/43503094-1?io=transform:extend,width:580,height:725",Original Squishmallows 2 Pack Ordo Sonic Kids Battery Brush Heads - Auggie,43503094,Dental & Oral Care,MULTI,One Size,0.0675,"The Ordo Sonic Kids Battery Brush Head is expertly designed to be gentle on young teeth and gums while effectively removing stubborn plaque.Its slim design helps to clean hard-to-reach areas, while the soft, rounded bristles are kinder to enamel.Compatible with the Sonic Kids Battery Toothbrush, this brush head delivers sonic pulses to enhance plaque removal and promote a healthy smile. Each pack comes with two replacement brush heads.Product DetailsSuitable for ages:&nbsp;4+ yearsIncludes 2 x Ordo Brush Heads2 packDirections for use:Before first use, rinse the brush head under waterTwist and push to attach the brush head, ensuring that the bristles align with the front of the handleApply a pea-sized amount of fluoride toothpaste and gently brush for two minutes, ensuring you cover all surfaces of the teethRinse the brush head thoroughly after each useFor optimal oral health, dentists recommend replacing the brush head every three months or sooner if bristles become frayedDimensions/Si",15,Sonic
P_43476206,"https://assets.kmart.com.au/transform/1907627f-9a13-4a66-b3c7-0b6e66fa6ef2/43476206-1?io=transform:extend,width:580,height:725",500ml Collapsible Silicone Bottle with Stainless Steel Lid - Assorted,43476206,Camping Kitchen,Multi,Miscellaneous,0.189,"*Each sold separatelyThe Collapsible Silicone Bottle with Stainless Steel Lid is ideal for travel and everyday use. It features a collapsible design for easy storage when not in use.Product DetailsIncludes only 1 x 500ml Collapsible Silicone Bottle with Stainless Steel LidCapacity:&nbsp;500mlDimensions/Size:&nbsp;20.8cm (H) x 6.8cm (Dia.)Material:Body: SiliconeLid: Stainless steelCarabiner: AluminiumFeaturesCollapsibleIdeal for backpacking, camping and caravanningSpace savingFood grade siliconeВРА freeDishwasher safeComes with a carabinerAdditional InformationCare instructions:&nbsp;Clean according to given instructionsWarning:&nbsp;To avoid injury, test temperature of item when using hot food.Disclaimer:&nbsp;Products are sold separately and come in various designs. We cannot guarantee which design you will receive as products are selected at random for online orders.",5,
P_43097616,"https://assets.kmart.com.au/transform/fe11a020-9e62-46db-8420-5c7ad56e1d58/43097616-1?io=transform:extend,width:580,height:725",Silk Pillowcase - White,43097616,Pillow Cases,White,Miscellaneous,0.276,"This Silk Pillowcase adds a touch of elegance and comfort to your bedding. Designed for a smooth and soft feel, it enhances relaxation while being gentle on the skin and hair. Perfect for a restful night's sleep.Product DetailsPillow not includedIncludes 1 x pillowcase and 1 x gift boxMaterial:&nbsp;SilkDimensions/Size:&nbsp;74cm (L) x&nbsp;48cm (W)Made in ChinaColour: WhiteFeatures&nbsp;Fits standard size pillowCare InstructionsWash before useCold hand wash with wool wash detergentDo not bleachDo not tumble dryCool iron if requiredDo not dryclean",30,
P_43262465,"https://assets.kmart.com.au/transform/075dc6bb-5d54-444d-9ad9-3287ef700d6d/43262465-1?io=transform:extend,width:580,height:725",Spot Cleaner,43262465,Vacuum Cleaners,Black,One Size,7.293,"Remove spots and stains from upholstery or carpets with this Spot Cleaner that is designed with a water spray function.Product DetailsColour: Black and greyDimensions/Size:Product dimensions: 30.7cm (H) x 29.2cm (W) x 15.2cm (D)Suction hose: 125cm (L)Power cord: 300cm (L)Capacity:Clean water tank: 1 litreDirty water tank: 460mlProduct weight: 3.4kgPower source: 220-240V / 50-60Hz /&nbsp;400WAccessories included: Suction hose, power cord, vertical nozzle, handle with water trigger, vacuum floor heads with scrub brush, trigger handle storage clip and dog brushesFeaturesDetachable water tanksPress to spray functionMade from recycled soft plasticComes with carry handles and on/off switchPortable, lightweight designSuitable for carpets, rugs, fabric furniture, auto interiors and much moreApproximately 450ml/min water jet flowCleans spills, spots and stainsMax. water temperature: 40 deg. CAdditional InformationSuitable for domestic use onlyInstruction ManualTested to applicable Australian el",99,
P_43464210,"https://assets.kmart.com.au/transform/0b6d4e08-7129-42b8-b72f-def2c89ee75f/43464210-1?io=transform:extend,width:580,height:725","Bronte Cotton Quilt Cover Set - Double Bed, Blue",43464210,Quilt Cover Sets,Blue,Double Bed,1.472,"Product size and bed size shown in image are for illustration purposes only. Please refer to the description for actual product size.The Bronte Cotton Quilt Cover Set offers timeless style and comfort. Crafted from cotton with a subtle textured finish, this set is perfect for adding a cosy, refined touch to your bedroom decor.Product DetailsAccessories not includedIncludes 1 x quilt cover and 2 x pillowcasesMaterial: Cotton (Top and bottom cover)Dimensions/Size:Quilt cover: 210cm (L) x 180cm (W)Pillowcases: 74cm (L) x 48cm (W)Double bedMade in ChinaColour: BlueFeaturesTexturedIncludes ties on the pillowcases and quilt coverPercale fabricCare InstructionsWash before useWarm machine wash&nbsp;with similar coloursDo not bleachDo not tumble dryCool iron on reverse side if requiredDrycleanable",29,
P_43038558,"https://assets.kmart.com.au/transform/749e2880-36ca-4416-9822-46725ded5ef0/43038558-1?io=transform:extend,width:580,height:725",VTech BM2050 Audio Baby Monitor,43038558,Baby Safety,White,One Size,0.7245,Keep a track of your baby's movements at all times with this reliable audio monitor.Product DetailsSuitable for ages: 0-6 monthsDimensions/Size: 6cm (H) x 5cm (W) x 4cm (D)Material: PlasticBattery information: Requires 2 x AAA batteries (included)FeaturesDECT technology for secure connection and clear sound without interference5 soothing lullabiesRoom temperature sensor2 way talk-backGlow-on night lightRechargeable battery on parent unitBacklit LCD for room temperature monitoringVibrating sound alertLow battery audible alertOut of range audible alert,55,VTech
P_72988404,"https://assets.kmart.com.au/transform/f481af6b-99ec-4586-84a4-b01120c9a5e9/72988404-1?io=transform:extend,width:580,height:725",Diamante Headband - Cream,72988404,Kids Hair Products,Beige,One Size,0.375,Product DetailsKidsMaterial: Plastic and polyesterDimensions/Size: 14cm (H) x 12cm (W) x 1.5cm (D)Colour: Cream (Beige)FeaturesDiamante detailAdditional InformationWarning: Choking hazard. Not for children under 3 years.,4,
P_72988398,"https://assets.kmart.com.au/transform/c0bd068d-d5d7-48ca-8fd2-aa9296045285/72988398-1?io=transform:extend,width:580,height:725",Diamante Headband - Pink,72988398,Kids Hair Products,Pink,One Size,0.375,Product DetailsKidsMaterial: Plastic and polyesterDimensions/Size: 14cm (H) x 12cm (W) x 1.5cm (D)Colour: PinkFeaturesDiamante detailAdditional InformationWarning: Choking hazard. Not for children under 3 years.,4,
P_42475200,"https://assets.kmart.com.au/transform/4dbc83b2-1678-45bd-ba45-ed745adefbfd/42475200-1?io=transform:extend,width:580,height:725",Giant EVA Foam Playmat Squares,42475200,Motor Skills,Multi,One Size,5.12,"Your munchkin will love playing on this soft mat that lets them exercise their sensory, tactile and motor skills while having fun.Product DetailsSuitable for ages: 0+ monthsIncludes 4 pieces of soft matDimensions/Size:Product dimensions:&nbsp;125cm (L) x 1.1cm (H) x 125cm (W)Box dimensions: 3.9cm (L) x 62.3cm (H) x 62.3cm (W)Assembly: Adult assembly requiredProduct weight: 1.15kgFeaturesProvides a giant safe play areaEasy to cleanExpandable - just connect more matsHelps teach and develop free play and&nbsp;sensory, tactile and gross motor skillsBPA, PVC and lead freeAdditional InformationAdult supervision requiredCare instructions:&nbsp;Clean according to given instructions&amp;&nbsp;WARNINGInfant should be placed to sleep on a firm, flat surface.Place infant on their back when using this product.Do not put objects or accessories in an infant _x0019_s sleep environment.Do not place this product near a blind, door, cord, strap or similar item that could become wrapped around an infant _",13,
P_S169186,"https://assets.kmart.com.au/transform/95cf6a03-3639-495a-9668-2758745e4562/73246800-1?io=transform:fill,width:580,height:725",Hi-Visibility Hooded Puffer Vest,73246800,Mens Work Tops and Hi Vis Shirts,Yellow,XS,0.375,"MaterialPolyester (outer) and fleece (hood)Twill fabricFeaturesWater repellent outer&nbsp;Polar fleece lined hood &nbsp;with toggle draw cords&nbsp;High neckline&nbsp;Zip front closure with reflective tape detail2 front welt pockets with zip closure&nbsp;Compliant with AS 4602.1:2024 High-Visibility Safety Garments Class DayFit and Model SizeThe model featured is wearing size a Size MCare InstructionsWarm machine wash with similar coloursDo not bleachDo not tumble dryWarm ironDo not dry-cleanAdditional InformationWarning: This garment is for day use. Replace this garment if permanently stained, faded or damaged. Follow usage instructions as per the care label.",20,
P_43416585,"https://assets.kmart.com.au/transform/fb5a0916-011f-4bad-8839-00de58afb94f/43416585-1?io=transform:extend,width:580,height:725",Ardell Winks Be Yourself Strip Lash - Ily,43416585,False Lashes,Black,One Size,0.045,"Winks brings out your best self by inspiring you to be yourself. Love your imperfections, flaunt your flaws. Take risks. Try new things. Create new things. Express all that you are. Stand out in a sea of sameness. Take the trends that have everybody Tik-Talking and make them yours with the Winks Be Yourself Collection.&nbsp;Discover the lashes you were meant for.Product DetailsIncludes 1 x pair of false lashesDirections for use:Check fit: Align band with natural lash line to check fit. Trim excess if necessaryApply adhesive: Apply a thin layer of adhesive along band. Wait 30 seconds to setApply lashes: Secure lash band by pressing onto lash lineTo remove, gently peel off lash strip starting at outer corner. Remove used adhesive from band and place lashes back onto tray for reuse.Colour:&nbsp;IlyFeaturesSoft and fluffy!Be yourself!Lightweight multi layered curlAdditional InformationCaution: Use only as directed. Keep out of reach of children.Warning:&nbsp;For external use only. Avoid co",10,
P_43490264,"https://assets.kmart.com.au/transform/fe760736-1569-4be6-b2f0-57edb2ce5139/43490264-1?io=transform:extend,width:580,height:725",Edan Cotton Bath Sheet - Sand,43490264,Bath Sheets,Beige,One Size,1.521,Image of different sizes given only for representation. Product includes only one size as specified in product details section. Please check website for different size options from the same range.Dry yourself off after a shower or a dip in the pool with this Edan Cotton Bath Sheet.Product DetailsDimensions/Size: 150cm (L) x 75cm (W)Material: CottonColour: Sand (Beige)Additional InformationCare instructions: Machine wash according to instructions on the care label,10,
P_43468225,"https://assets.kmart.com.au/transform/8efb6ef4-d26c-43a2-8e39-2a0290ee2a15/43468225-1?io=transform:extend,width:580,height:725","180 Thread Count Sheet Set - Double Bed, Marine",43468225,Sheet Sets,Blue,Double Bed,1.472,"Add a warm and inviting touch to your bedroom with this 180 Thread Count Sheet Set. It is soft to touch and comfortable to sleep on.Product DetailsIncludes 1 x fitted sheet, 1 x flat sheet and 2 x pillowcasesMaterial: Cotton and recycled polyesterDimensions/Size:Flat sheet: 230cm (L) x 254cm (W)Fitted sheet: 193cm (L) x 33cm (H) x 137cm (W)Pillowcase: 74cm (L) x 48cm (W)Thread count: 180 per 10 sq. cmDouble bedMade in PakistanColour: MarineFeaturesMade partly with recycled polyesterCare InstructionsWash before useWarm machine wash with similar coloursDo not bleachMay be tumble dried warmWarm iron if requiredDrycleanable",23,
P_43422029,"https://assets.kmart.com.au/transform/b05dbd55-b2ad-4e0e-8374-cb589dd5515a/43422029-1?io=transform:extend,width:580,height:725",Nintendo Super Mushroom Icons Light - Super Mario,43422029,Kids Lighting,Miscellaneous,One Size,0.3465,"Level-Up and boost your chances of success with this cute Super Mushroom 3D Light. This fun lamp is in the design of the instantly recognisable Super Mario Mushroom and is perfect for lighting up your desk or shelves. Level-Up and boost your chances of success with this cute Super Mushroom 3D Light. This fun lamp is in the design of the instantly recognisable Super Mario Mushroom and is perfect for lighting up your desk or shelves.Be sure to harp back to days spent on quests to rescue Princess Peach each time you switch it on. This lamp makes a great gift for lovers of the Super Mario games as well as retro gaming fans.The Super Mushroom 3D Light is perfect for use as a bedside lamp, or on your desk. It has three LED lights inside, is battery powered (3 x AAA batteries) and has an on/off button on the base.Product DetailsSuitable for ages: 6+ yearsDimensions/Size: 10.5cm (H) x 7.6cm (W) x 7.7cm (D) (Approx.)Material:&nbsp;Acrylonitrile butadiene styrene (ABS) and ironBattery informatio",4,
